job_name,job_cpu_request,job_memory_request,job_priority,status,submission_time,job_id,cluster_cpu_available,cluster_memory_available,cluster_queue_length,cluster_running_jobs,execution_success,oom_occurred
k8s-data-validation-0020,0.2,0.5,3,Succeeded,2025-06-09T03:09:31+00:00,2a0a6f51-8b53-4ff0-90f8-9fd25bd3522c,24.0,46.2813835144043,1.0,0.0,1,0
k8s-data-validation-0030,0.2,0.5,3,Succeeded,2025-06-09T03:17:53+00:00,5d59354d-f156-4238-af4b-6a0e016a9af7,24.0,46.2813835144043,1.0,0.0,1,0
k8s-etl-pipeline-0003,0.8,1.0,5,Succeeded,2025-06-09T02:55:18+00:00,8555c8ac-62e4-46c0-9be6-864052490900,24.0,46.2813835144043,1.0,0.0,1,0
k8s-etl-pipeline-0008,0.8,1.0,5,Succeeded,2025-06-09T02:59:29+00:00,fd31d8cd-c25b-4fc9-bd73-5275c5e3cbd4,24.0,46.2813835144043,1.0,0.0,1,0
k8s-etl-pipeline-0016,0.8,1.0,5,Succeeded,2025-06-09T03:06:10+00:00,cb87e0b7-0156-452d-bd75-902dd54d6d12,24.0,46.2813835144043,1.0,0.0,1,0
k8s-etl-pipeline-0023,0.8,1.0,5,Succeeded,2025-06-09T03:12:01+00:00,f293e417-6db5-488d-88ac-36329ed2d854,24.0,46.2813835144043,1.0,0.0,1,0
k8s-etl-pipeline-0024,0.8,1.0,5,Succeeded,2025-06-09T03:12:52+00:00,5da63e31-6ab6-4018-a07b-45e671ddce58,24.0,46.2813835144043,1.0,0.0,1,0
k8s-etl-pipeline-0025,0.8,1.0,5,Succeeded,2025-06-09T03:13:42+00:00,11a3db1d-6b34-48ee-bd35-8568e6937d1d,24.0,46.2813835144043,1.0,0.0,1,0
k8s-etl-pipeline-0026,0.8,1.0,5,Succeeded,2025-06-09T03:14:32+00:00,4f9b60b7-1e08-49e9-8c52-365b0f64e3c9,24.0,46.2813835144043,1.0,0.0,1,0
k8s-memory-stress-test-0009,0.5,4.0,4,Succeeded,2025-06-09T03:00:19+00:00,d9b12d0a-8f0f-4ce6-bddc-dc2cc21d3127,24.0,46.2813835144043,1.0,0.0,1,0
k8s-memory-stress-test-0010,0.5,4.0,4,Succeeded,2025-06-09T03:01:09+00:00,6054b10e-9836-487a-97ff-f964f37e5a90,24.0,46.2813835144043,1.0,0.0,1,0
k8s-memory-stress-test-0019,0.5,4.0,4,Succeeded,2025-06-09T03:08:41+00:00,fdb1f780-8e4d-4866-9b3b-ec4712478ff4,24.0,46.2813835144043,1.0,0.0,1,0
k8s-ml-training-0001,1.0,2.0,8,Succeeded,2025-06-09T02:53:37+00:00,974bee87-3955-4783-b4f5-a345b3d61105,24.0,46.2813835144043,1.0,0.0,1,0
k8s-ml-training-0005,1.0,2.0,8,Succeeded,2025-06-09T02:56:58+00:00,1a4caba0-a8d8-47fa-ae38-1857c74eef9f,24.0,46.2813835144043,1.0,0.0,1,0
k8s-ml-training-0006,1.0,2.0,8,Succeeded,2025-06-09T02:57:48+00:00,b265b99a-9bc1-448e-9be3-2594824e98f2,24.0,46.2813835144043,1.0,0.0,1,0
k8s-ml-training-0021,1.0,2.0,8,Succeeded,2025-06-09T03:10:21+00:00,672309ee-3334-4429-afb2-7abf584312c1,24.0,46.2813835144043,1.0,0.0,1,0
k8s-ml-training-0022,1.0,2.0,8,Succeeded,2025-06-09T03:11:11+00:00,8eea18e6-7aa7-4eee-af52-450f3e4a0f5c,24.0,46.2813835144043,1.0,0.0,1,0
k8s-ml-training-0027,1.0,2.0,8,Succeeded,2025-06-09T03:15:22+00:00,1212cb8a-56e3-4d27-9d40-7ebc0652c58e,24.0,46.2813835144043,1.0,0.0,1,0
k8s-realtime-analytics-0004,0.8,2.0,7,Succeeded,2025-06-09T02:56:08+00:00,9b34fb86-acdb-4860-adff-40acd9184e2f,24.0,46.2813835144043,1.0,0.0,1,0
k8s-realtime-analytics-0014,0.8,2.0,7,Succeeded,2025-06-09T03:04:30+00:00,af6c8e3f-6f9a-463b-98a2-d518ac15af94,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0003,1.0,2.0,5,Succeeded,2025-06-09T09:14:16+00:00,ce9ae0da-0ad5-48e1-8de3-366807b07ef6,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0005,1.0,2.0,5,Succeeded,2025-06-09T09:14:56+00:00,c7d9f13b-0a6f-4e9b-8cbd-f31055399dde,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0011,1.0,2.0,5,Failed,2025-06-09T09:16:57+00:00,ecd1efc7-46e7-4f6a-8cad-612af20d9956,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0016,1.0,2.0,5,Succeeded,2025-06-09T09:18:38+00:00,c1d975b4-f470-4a1f-ba14-39fa09a93b00,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0017,1.0,2.0,5,Succeeded,2025-06-09T09:18:58+00:00,aa270c13-259e-471a-9066-b25330507612,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0019,1.0,2.0,5,Succeeded,2025-06-09T09:19:38+00:00,8e938717-1066-417b-aef9-ee3f52ed61bc,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0023,1.0,2.0,5,Succeeded,2025-06-09T09:20:58+00:00,899a4a47-bd3a-4255-8cf1-4b680e7e70a5,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0024,1.0,2.0,5,Succeeded,2025-06-09T09:21:19+00:00,51806bab-fe67-4df6-98ce-1b3de70a954c,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0026,1.0,2.0,5,Failed,2025-06-09T09:21:59+00:00,0e901596-bef3-48af-b065-5e6049511895,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0027,1.0,2.0,5,Failed,2025-06-09T09:22:19+00:00,71213d77-aab0-4a14-a05e-c7425bc3fe0a,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0030,1.0,2.0,5,Failed,2025-06-09T09:23:19+00:00,207588f8-cddd-47c5-8462-85bfdbb11fe8,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0031,1.0,2.0,5,Failed,2025-06-09T09:23:40+00:00,d77915e7-e6c9-4d53-bc79-9fbf0aa3690d,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0037,1.0,2.0,5,Running,2025-06-09T09:25:40+00:00,73a510b2-c7f8-41a6-bb97-721a24e970a4,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0039,1.0,2.0,5,Succeeded,2025-06-09T09:26:20+00:00,1f1099fb-e95e-4162-b5b6-8a9284852717,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0040,1.0,2.0,5,Succeeded,2025-06-09T09:26:40+00:00,819c696d-a9c7-4d67-8cb5-512e4137eeb5,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0042,1.0,2.0,5,Succeeded,2025-06-09T09:27:21+00:00,376e8da2-d848-4561-aa49-9037cd9d60a1,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0044,1.0,2.0,5,Succeeded,2025-06-09T09:28:01+00:00,eab1bbe6-a66e-4347-bbc4-b0a021dacaf4,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0049,1.0,2.0,5,Failed,2025-06-09T09:29:41+00:00,4c1ed3f1-1352-4ae2-9b06-6f2d005c67f4,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0056,1.0,2.0,5,Failed,2025-06-09T09:32:02+00:00,b7f8e754-5ee9-46e7-916e-015cec0e3910,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0059,1.0,2.0,5,Succeeded,2025-06-09T09:33:03+00:00,f57c5078-1e08-4685-b93a-8745969c9235,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0063,1.0,2.0,5,Running,2025-06-09T09:34:23+00:00,9c278005-1694-4bc2-8313-324b734b6dea,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0065,1.0,2.0,5,Running,2025-06-09T09:35:03+00:00,e60828da-da5e-44fc-9c3f-ecd9ee5adc62,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0068,1.0,2.0,5,Succeeded,2025-06-09T09:36:04+00:00,cc2eec3c-2635-4ae4-b606-1f69217c34d3,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0078,1.0,2.0,5,Succeeded,2025-06-09T09:39:25+00:00,44d57a6c-9160-40d5-a5de-4019d632cba3,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0079,1.0,2.0,5,Running,2025-06-09T09:39:45+00:00,72674d29-237f-432b-940f-db67542328ce,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0080,1.0,2.0,5,Running,2025-06-09T09:40:05+00:00,a2d21fd4-9716-4c34-8fdc-4823425b299d,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0083,1.0,2.0,5,Running,2025-06-09T09:41:05+00:00,a6169f6b-b084-4645-ba0e-4399c0831a5f,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0084,1.0,2.0,5,Running,2025-06-09T09:41:25+00:00,825db146-26a7-459c-acf6-f72de7beb558,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0085,1.0,2.0,5,Succeeded,2025-06-09T09:41:46+00:00,be0039f3-f1fe-4dae-9785-8d5359dcbe4a,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0088,1.0,2.0,5,Running,2025-06-09T09:42:46+00:00,9ad32197-fdb0-41b3-a6b2-670d90bd7e2c,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0089,1.0,2.0,5,Running,2025-06-09T09:43:06+00:00,304f35a9-46f3-4668-9687-e6822f3e118b,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0098,1.0,2.0,5,Running,2025-06-09T09:46:07+00:00,5bfea43e-dfb4-43be-ade0-998abb90f6d9,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0101,1.0,2.0,5,Running,2025-06-09T09:47:07+00:00,cd704224-3533-4767-ba56-6e0a1dbdfce7,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0105,1.0,2.0,5,Running,2025-06-09T09:48:28+00:00,cf184836-4629-43af-ad3b-f86dcc6a7959,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0106,1.0,2.0,5,Running,2025-06-09T09:48:48+00:00,c9ba397c-b4e3-4596-94b7-cf448dd23f5d,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0107,1.0,2.0,5,Running,2025-06-09T09:49:08+00:00,0bdb8613-468c-4a16-843d-ab120341a575,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0109,1.0,2.0,5,Running,2025-06-09T09:49:48+00:00,ee492483-67ce-4c4a-826b-7dd36803d7a2,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0111,1.0,2.0,5,Running,2025-06-09T09:50:29+00:00,e6b73291-39cb-4839-a618-d8c301d45780,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0112,1.0,2.0,5,Running,2025-06-09T09:50:49+00:00,8ed95a31-a2f0-48d4-af08-e988e92ebc4c,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0115,1.0,2.0,5,Running,2025-06-09T09:51:49+00:00,0cb685ac-05ed-43e7-9e57-ce83aec73a8d,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0116,1.0,2.0,5,Running,2025-06-09T09:52:09+00:00,bb4bf6b4-60d7-46d9-b47e-0946999d5411,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0117,1.0,2.0,5,Running,2025-06-09T09:52:29+00:00,8e1c9e28-ae44-437e-a7f8-3560804112bf,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0120,1.0,2.0,5,Running,2025-06-09T09:53:29+00:00,b748e7bd-5d6d-4dd9-bf7f-dd7fd3f56674,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0123,1.0,2.0,5,Succeeded,2025-06-09T09:54:30+00:00,47c552cf-629a-456c-a742-a529e1a292f2,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0125,1.0,2.0,5,Succeeded,2025-06-09T09:55:10+00:00,d2d5ce85-5dc1-45c0-9e66-07abb99eb969,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0126,1.0,2.0,5,Succeeded,2025-06-09T09:55:30+00:00,ab3f5cf3-dd02-41f1-8bab-a33200db926e,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0128,1.0,2.0,5,Succeeded,2025-06-09T09:56:10+00:00,e161748f-26f5-457b-8f79-f26d54eb0561,24.0,46.2813835144043,1.0,0.0,1,0
baseline-cpu-task-0133,1.0,2.0,5,Running,2025-06-09T09:57:51+00:00,03d75217-a35d-4337-8bb3-a318e3385673,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0137,1.0,2.0,5,Running,2025-06-09T09:59:11+00:00,bfbd4ede-7add-4c51-b570-47c8393a8e84,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0145,1.0,2.0,5,Running,2025-06-09T10:01:52+00:00,c2e6e235-19de-4b0f-9819-e57b10bebcec,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0150,1.0,2.0,5,Running,2025-06-09T10:03:33+00:00,1ea74708-2fcb-49ce-9472-a7e4d72971b9,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0151,1.0,2.0,5,Running,2025-06-09T10:03:53+00:00,a65554a7-ceff-440e-84ae-1ca80c7be548,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0152,1.0,2.0,5,Running,2025-06-09T10:04:13+00:00,f52b0fb1-ec82-484c-995f-d66627ed735b,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0155,1.0,2.0,5,Running,2025-06-09T10:05:13+00:00,d6a1ff3f-cc3f-4030-8621-05063b9ab43a,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0156,1.0,2.0,5,Running,2025-06-09T10:05:34+00:00,f6ac50b2-f2d8-40e0-b91b-8a900e635ca8,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0158,1.0,2.0,5,Running,2025-06-09T10:06:14+00:00,498ea283-7f36-4a92-bd12-719ac13c8203,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0164,1.0,2.0,5,Running,2025-06-09T10:08:14+00:00,293e1b80-22bf-4062-835f-f8b1eb1806a9,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0165,1.0,2.0,5,Running,2025-06-09T10:08:35+00:00,2ac31a2f-a1c7-4292-ac0a-fdeeb5981052,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0166,1.0,2.0,5,Running,2025-06-09T10:08:55+00:00,2b6de8c9-7f09-4c1d-ac87-e69e19a05df0,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0174,1.0,2.0,5,Running,2025-06-09T10:11:36+00:00,4af556d9-9308-4e55-b887-b1af7640aa58,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0175,1.0,2.0,5,Running,2025-06-09T10:11:56+00:00,39334013-c84a-41a0-ac99-10e4a778381f,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0177,1.0,2.0,5,Running,2025-06-09T10:12:36+00:00,b79e5708-0003-410d-8620-3f72bab4e3e4,24.0,46.2813835144043,1.0,0.0,0,0
baseline-cpu-task-0178,1.0,2.0,5,Running,2025-06-09T10:12:56+00:00,f05235b1-b08c-4167-af83-9f4493dd7032,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0001,0.5,4.0,3,Succeeded,2025-06-09T09:13:36+00:00,a4a0289f-7c45-4710-93dd-860c9fe1ee77,24.0,46.2813835144043,1.0,0.0,1,0
baseline-memory-task-0007,0.5,4.0,3,Succeeded,2025-06-09T09:15:37+00:00,2d5fb868-7e60-40f5-b0a9-52c6203b15ce,24.0,46.2813835144043,1.0,0.0,1,0
baseline-memory-task-0008,0.5,4.0,3,Succeeded,2025-06-09T09:15:57+00:00,9aed04bd-b4f6-4c83-b163-039b16c91b24,24.0,46.2813835144043,1.0,0.0,1,0
baseline-memory-task-0009,0.5,4.0,3,Succeeded,2025-06-09T09:16:17+00:00,a704e49d-a84f-43ca-8891-303bec6bfcfe,24.0,46.2813835144043,1.0,0.0,1,0
baseline-memory-task-0013,0.5,4.0,3,Failed,2025-06-09T09:17:37+00:00,acaeb135-f86a-4453-9900-9f7f46a610b6,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0014,0.5,4.0,3,Running,2025-06-09T09:17:57+00:00,68748567-853e-4f99-934b-4574b308c44b,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0020,0.5,4.0,3,Succeeded,2025-06-09T09:19:58+00:00,6224d5ab-bb70-4782-be2a-013c4fc481cf,24.0,46.2813835144043,1.0,0.0,1,0
baseline-memory-task-0029,0.5,4.0,3,Failed,2025-06-09T09:22:59+00:00,a133a02f-7316-45a4-b517-1cbbdc81cf13,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0032,0.5,4.0,3,Running,2025-06-09T09:24:00+00:00,2db134d7-515b-4787-9d73-bbd3f0181335,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0035,0.5,4.0,3,Running,2025-06-09T09:25:00+00:00,9a9f0e3e-b7f9-4c65-a75a-446b6bed5e10,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0045,0.5,4.0,3,Succeeded,2025-06-09T09:28:21+00:00,75b85371-6ef8-4fb2-afb0-8c8daf3c1063,24.0,46.2813835144043,1.0,0.0,1,0
baseline-memory-task-0048,0.5,4.0,3,Running,2025-06-09T09:29:21+00:00,5afbb2d8-d0ca-4966-bd56-469c35c8b404,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0050,0.5,4.0,3,Running,2025-06-09T09:30:02+00:00,212c8401-e620-41fa-8589-6c18afb5171c,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0053,0.5,4.0,3,Running,2025-06-09T09:31:02+00:00,862e384a-61fa-4625-b933-f0ff52e8a559,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0054,0.5,4.0,3,Running,2025-06-09T09:31:22+00:00,765724ed-c247-45fc-b780-275d49eadd1b,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0060,0.5,4.0,3,Running,2025-06-09T09:33:23+00:00,eb9fcca5-c7a7-47e5-9bcb-275481b23263,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0073,0.5,4.0,3,Running,2025-06-09T09:37:44+00:00,bcc7a2d3-cd66-4429-a5c4-eff5cddc55c0,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0076,0.5,4.0,3,Running,2025-06-09T09:38:45+00:00,e8eb67ba-6a85-4b01-a5d5-43074aa2b084,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0077,0.5,4.0,3,Succeeded,2025-06-09T09:39:05+00:00,b4df92ab-7ec1-4a64-9013-cd1339a9a72b,24.0,46.2813835144043,1.0,0.0,1,0
baseline-memory-task-0081,0.5,4.0,3,Running,2025-06-09T09:40:25+00:00,3bb35a8e-557d-4b31-8942-6caade861c8d,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0086,0.5,4.0,3,Running,2025-06-09T09:42:06+00:00,a6b013ef-7e1d-4935-a731-90649d250324,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0092,0.5,4.0,3,Running,2025-06-09T09:44:06+00:00,8a5ae74e-9353-4bc7-838b-d7a4832dfb1a,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0094,0.5,4.0,3,Running,2025-06-09T09:44:47+00:00,22da3246-81f6-4642-852f-536e1b4d6432,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0099,0.5,4.0,3,Running,2025-06-09T09:46:27+00:00,faf635ba-b36e-4428-b492-001582de2884,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0100,0.5,4.0,3,Running,2025-06-09T09:46:47+00:00,d579d7a5-996c-4e3e-bf89-1af64999f405,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0103,0.5,4.0,3,Running,2025-06-09T09:47:48+00:00,ba4e8e3f-f40f-48d9-8600-70622829a8c0,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0114,0.5,4.0,3,Running,2025-06-09T09:51:29+00:00,34d0385c-9ea7-4e37-b714-be40aa0e780a,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0122,0.5,4.0,3,Running,2025-06-09T09:54:10+00:00,b7f90934-5342-4be3-b528-fc58d0890275,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0127,0.5,4.0,3,Running,2025-06-09T09:55:50+00:00,e5f28227-e271-42b4-a7de-d36d053a8dc1,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0129,0.5,4.0,3,Running,2025-06-09T09:56:30+00:00,9b856fe5-25f7-49cc-9ef0-f70b64f06f55,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0136,0.5,4.0,3,Succeeded,2025-06-09T09:58:51+00:00,509b063b-0c15-42fa-a94a-ac65c6ce2a32,24.0,46.2813835144043,1.0,0.0,1,0
baseline-memory-task-0138,0.5,4.0,3,Running,2025-06-09T09:59:31+00:00,e0cbda55-e13e-4615-9824-3c1db9634b37,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0139,0.5,4.0,3,Running,2025-06-09T09:59:52+00:00,5f4a204c-a145-4938-9a8a-11bc7a7f0a10,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0140,0.5,4.0,3,Running,2025-06-09T10:00:12+00:00,b5213e3a-f6d6-4e41-9612-ce973cfd878d,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0142,0.5,4.0,3,Running,2025-06-09T10:00:52+00:00,e12ff807-3e23-419b-894b-7e991bb6192a,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0143,0.5,4.0,3,Running,2025-06-09T10:01:12+00:00,3536b1ef-fde5-4482-83a0-44ee6520f2fb,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0144,0.5,4.0,3,Running,2025-06-09T10:01:32+00:00,bb1f9461-d08c-4103-bc59-ca22efa3e878,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0147,0.5,4.0,3,Running,2025-06-09T10:02:32+00:00,76a488d7-3af7-4da0-b280-8e05efa133ad,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0153,0.5,4.0,3,Running,2025-06-09T10:04:33+00:00,3be47d81-2f74-403e-8851-2b0246b00c45,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0154,0.5,4.0,3,Running,2025-06-09T10:04:53+00:00,e42dc10e-085f-4471-8c42-181dfe7efff9,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0157,0.5,4.0,3,Running,2025-06-09T10:05:54+00:00,cc677745-bd4a-4877-ba7e-1587d1f2bb3b,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0160,0.5,4.0,3,Running,2025-06-09T10:06:54+00:00,b6e53c7c-a277-4384-b1e2-e0a1baaf406e,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0163,0.5,4.0,3,Running,2025-06-09T10:07:54+00:00,18fd5f3c-96ec-4a35-a268-58643ea2c621,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0171,0.5,4.0,3,Running,2025-06-09T10:10:35+00:00,babe562f-66df-4784-b61d-eb915b44c212,24.0,46.2813835144043,1.0,0.0,0,0
baseline-memory-task-0179,0.5,4.0,3,Running,2025-06-09T10:13:16+00:00,8c83307e-b600-478c-9208-bbd7b22127b7,24.0,46.2813835144043,1.0,0.0,0,0
baseline-mixed-task-0002,0.8,3.0,4,Succeeded,2025-06-09T09:13:56+00:00,5d4d068d-8bfc-43c8-834a-7ce4a4115186,24.0,46.2813835144043,1.0,0.0,1,0
baseline-mixed-task-0004,0.8,3.0,4,Succeeded,2025-06-09T09:14:36+00:00,1007d2aa-8f22-45e6-a41b-80b7d678c6dd,24.0,46.2813835144043,1.0,0.0,1,0
baseline-mixed-task-0006,0.8,3.0,4,Succeeded,2025-06-09T09:15:17+00:00,c93169a4-49a5-4d91-b37e-1f056b74ab9f,24.0,46.2813835144043,1.0,0.0,1,0
baseline-mixed-task-0010,0.8,3.0,4,Failed,2025-06-09T09:16:37+00:00,a1d7b88b-7fce-442a-bbe1-ec94bf5a1473,24.0,46.2813835144043,1.0,0.0,0,0
baseline-mixed-task-0012,0.8,3.0,4,Failed,2025-06-09T09:17:17+00:00,13fba567-60ac-403a-8bd4-d9dc709598a1,24.0,46.2813835144043,1.0,0.0,0,0
baseline-mixed-task-0018,0.8,3.0,4,Succeeded,2025-06-09T09:19:18+00:00,51f9eef3-c061-48d3-8d3e-39fd0928925f,24.0,46.2813835144043,1.0,0.0,1,0
baseline-mixed-task-0022,0.8,3.0,4,Succeeded,2025-06-09T09:20:38+00:00,db08973e-8f95-4d61-b862-b02d761af396,24.0,46.2813835144043,1.0,0.0,1,0
